# dist dist_scale dist_err time time_scale time_err
7.5 0.075 0.01 55.34 5.534e-05 1e-09
10.0 0.1 0.01 70.19999999999999 7.019999999999999e-05 1e-09
12.0 0.12 0.01 82.3 8.23e-05 1e-09
14.0 0.14 0.01 95.69999999999999 9.569999999999998e-05 1e-09
16.0 0.16 0.01 109.44 0.00010944 1e-09
18.0 0.18 0.01 121.3 0.0001213 1e-09
