# dist dist_scale dist_err time time_scale time_err
7.5 0.075 0.01 55.9 5.59e-05 1e-09
10.0 0.1 0.01 72.4 7.24e-05 1e-09
12.0 0.12 0.01 85.5 8.549999999999999e-05 1e-09
14.0 0.14 0.01 98.5 9.85e-05 1e-09
16.0 0.16 0.01 112.3 0.00011229999999999999 1e-09
18.0 0.18 0.01 124.1 0.00012409999999999998 1e-09
