0.05,0.0005,95,
0.1,0.001,213,
0.15,0.0015,297,
0.2,0.002,411,
0.25,0.0025,519,
0.3,0.003,637,
0.35,0.0035,732,
0.4,0.004,866,
0.45,0.0045,931,
0.5,0.005,1044,
0.55,0.0055,1152,
0.6,0.006,1249
